編號,地震時間,經度,緯度,深度,規模,震央位置
小區域,2012/12/26 下午 07:26:00,121.61,24.02,7.7,2.9,花蓮縣政府北方  3.5  公里 (位於花蓮縣新城鄉)
小區域,2012/12/26 下午 06:53:00,121.67,23.92,51.2,3.5,花蓮縣政府東南方  9.7  公里 (位於花蓮縣近海)
小區域,2012/12/26 上午 10:38:00,121.77,24.37,15.9,2.7,宜蘭縣政府南方  40.1  公里 (位於宜蘭縣南澳鄉)
小區域,2012/12/26 上午 10:06:00,122.46,23.96,25.2,4.9,花蓮縣政府東方  85.5  公里 (位於台灣東部海域)
小區域,2012/12/25 上午 01:26:00,121.62,24.02,7.6,2.4,花蓮縣政府北方  3.4  公里 (位於花蓮縣花蓮市)
101213   ,2012/12/24 上午 11:17:00,121.28,22.53,67.8,5,台東縣政府南偏東方  28.5  公里 (位於台灣東部海域)
小區域,2012/12/23 下午 10:37:00,121.45,24.32,5.9,3.9,花蓮縣政府北偏西方  40.4  公里 (位於花蓮縣秀林鄉)
小區域,2012/12/23 下午 03:47:00,121.45,24.33,5.9,2.9,花蓮縣政府北偏西方  41.1  公里 (位於花蓮縣秀林鄉)
101212   ,2012/12/23 下午 02:13:00,121.46,24.32,5.2,4.6,花蓮縣政府北偏西方  39.7  公里 (位於花蓮縣秀林鄉)
101211   ,2012/12/22 下午 03:42:00,120.99,23.18,7.1,3.5,台東縣政府北偏西方  49.6  公里 (位於台東縣海端鄉)
小區域,2012/12/22 下午 12:00:00,121.52,22.04,14.9,2.6,台東縣政府南偏東方  87.8  公里 (位於台東縣蘭嶼鄉)
101210   ,2012/12/22 上午 11:24:00,121.49,21.99,14.1,4.2,台東縣政府南偏東方  91.3  公里 (位於台灣東南部海域)
101209   ,2012/12/22 上午 05:51:00,121.82,24.31,13.9,3,花蓮縣政府北偏東方  40.5  公里 (位於花蓮縣近海)
小區域,2012/12/20 上午 06:00:00,121.4,23.19,21.3,3,台東縣政府北偏東方  54.1  公里 (位於台東縣近海)
小區域,2012/12/17 下午 05:00:00,121.22,21.99,31.3,4,台東縣政府南方  85.2  公里 (位於台灣東南部海域)
101208   ,2012/12/17 下午 12:56:00,122.01,24.81,6.4,4.2,宜蘭縣政府東偏北方  26.6  公里 (位於台灣東部海域)
101207   ,2012/12/16 下午 11:30:00,121.54,24.11,17.8,3.4,花蓮縣政府西北方  15.0  公里 (位於花蓮縣秀林鄉)
小區域,2012/12/16 下午 09:20:00,121.85,24.47,7.2,2.4,宜蘭縣政府南偏東方  30.5  公里 (位於宜蘭縣近海)
小區域,2012/12/13 下午 07:26:00,121.03,23.98,15,3.8,南投縣政府東偏北方  36.0  公里 (位於南投縣埔里鎮)
小區域,2012/12/13 下午 01:39:00,120.6,23.04,19.4,3.2,屏東縣政府北偏東方  40.9  公里 (位於高雄市杉林區)
小區域,2012/12/12 下午 01:54:00,121.02,22.24,11.5,3.8,台東縣政府南偏西方  58.9  公里 (位於台灣東部海域)
101206   ,2012/12/11 下午 06:32:00,121.65,24.06,27.7,4.8,花蓮縣政府北偏東方  8.5  公里 (位於花蓮縣近海)
小區域,2012/12/11 下午 12:36:00,121.61,23.96,9.2,3,花蓮縣政府南偏西方  3.2  公里 (位於花蓮縣近海)
101205   ,2012/12/11 下午 12:35:00,121.62,23.95,6.8,3.2,花蓮縣政府南方  4.7  公里 (位於花蓮縣近海)
小區域,2012/12/11 下午 12:31:00,121.61,23.95,5.9,2.3,花蓮縣政府南方  4.4  公里 (位於花蓮縣近海)
小區域,2012/12/11 上午 05:18:00,121.03,22.23,11.2,3.7,台東縣政府南偏西方  59.2  公里 (位於台灣東部海域)
101204   ,2012/12/11 上午 12:40:00,121.02,22.24,12.6,4.3,台東縣政府南偏西方  59.0  公里 (位於台灣東部海域)
小區域,2012/12/9 下午 04:28:00,120.99,24.71,6.9,2.2,新竹市政府南方  10.4  公里 (位於新竹縣峨眉鄉)
小區域,2012/12/8 下午 10:26:00,122.45,25.67,312,6.2,基隆市政府東北方  92.3  公里 (位於台灣東北部海域)
小區域,2012/12/8 下午 08:15:00,120.82,23.59,17.1,3.3,雲林縣政府東偏南方  32.6  公里 (位於南投縣信義鄉)
小區域,2012/12/7 下午 07:45:00,121.58,24.49,5.9,2.9,宜蘭縣政府西南方  32.2  公里 (位於宜蘭縣南澳鄉)
小區域,2012/12/7 下午 01:03:00,121.64,23.98,6.5,2,花蓮縣政府東偏南方  2.2  公里 (位於花蓮縣近海)
小區域,2012/12/7 上午 02:56:00,121.53,23.56,33.8,3.8,花蓮縣政府南偏西方  48.3  公里 (位於花蓮縣近海)
小區域,2012/12/7 上午 12:48:00,121.59,23.83,28,4.3,花蓮縣政府南方  18.5  公里 (位於花蓮縣近海)
小區域,2012/12/6 上午 06:09:00,121.45,24.33,6,3.4,花蓮縣政府北偏西方  41.1  公里 (位於花蓮縣秀林鄉)
小區域,2012/12/5 下午 10:43:00,121,24.72,5.3,2.3,新竹市政府南偏東方  9.9  公里 (位於新竹縣寶山鄉)
101203   ,2012/12/5 下午 04:45:00,121.48,23.8,10.8,4.2,花蓮縣政府西南方  25.2  公里 (位於花蓮縣鳳林鎮)
小區域,2012/12/4 下午 09:33:00,121.42,22.98,36.2,3.7,台東縣政府東北方  37.3  公里 (位於台灣東部海域)
101202   ,2012/12/3 上午 03:43:00,121.56,23.97,11.8,4.8,花蓮縣政府西偏南方  6.4  公里 (位於花蓮縣吉安鄉)
小區域,2012/12/3 上午 02:14:00,121.55,23.97,7.9,2.1,花蓮縣政府西偏南方  7.0  公里 (位於花蓮縣吉安鄉)
101201   ,2012/12/3 上午 01:45:00,121.58,23.98,11.8,5,花蓮縣政府西偏南方  4.4  公里 (位於花蓮縣吉安鄉)
小區域,2012/12/1 上午 12:30:00,120.44,23.46,12.3,2.4,嘉義市政府南偏西方  2.5  公里 (位於嘉義市西區)
101200   ,2012/11/30 上午 02:29:00,121.01,22.61,7.6,4,台東縣政府西南方  21.7  公里 (位於台東縣近海)
101199   ,2012/11/29 上午 11:12:00,121.29,22.69,88.2,5,台東縣政府東偏南方  16.3  公里 (位於台灣東部海域)
101198   ,2012/11/29 上午 03:43:00,120.65,23.39,11.4,4,嘉義市政府東偏南方  22.1  公里 (位於嘉義縣阿里山鄉)
小區域,2012/11/28 下午 12:41:00,120.99,22.9,7.8,3,台東縣政府西北方  23.3  公里 (位於台東縣延平鄉)
小區域,2012/11/27 上午 01:36:00,121.64,23.94,30.4,3.4,花蓮縣政府南偏東方  5.8  公里 (位於花蓮縣近海)
小區域,2012/11/26 下午 05:38:00,121.81,24.31,19.8,3,花蓮縣政府北偏東方  40.8  公里 (位於花蓮縣近海)
小區域,2012/11/26 下午 05:21:00,121.81,24.32,18.5,2.8,花蓮縣政府北偏東方  41.0  公里 (位於宜蘭縣近海)
小區域,2012/11/26 下午 05:14:00,121.81,24.32,18.5,3.3,花蓮縣政府北偏東方  41.1  公里 (位於宜蘭縣近海)
小區域,2012/11/26 上午 10:59:00,121.95,23.73,33.7,3.8,花蓮縣政府東南方  44.4  公里 (位於台灣東部海域)
小區域,2012/11/25 下午 10:37:00,120.62,22.91,11.5,3.5,屏東縣政府北偏東方  28.1  公里 (位於高雄市六龜區)
小區域,2012/11/24 上午 06:03:00,121.82,23.83,35.9,4,花蓮縣政府東南方  27.2  公里 (位於台灣東部海域)
小區域,2012/11/24 上午 03:04:00,121.66,23.96,3.3,2.4,花蓮縣政府東南方  5.5  公里 (位於花蓮縣近海)
小區域,2012/11/22 上午 06:25:00,122.32,24.01,21.6,5,花蓮縣政府東方  70.9  公里 (位於台灣東部海域)
小區域,2012/11/21 下午 06:15:00,120.44,23.8,21.6,3.1,雲林縣政府西北方  14.2  公里 (位於雲林縣西螺鎮)
小區域,2012/11/21 上午 11:26:00,121.58,22.9,21.7,3.7,台東縣政府東偏北方  46.8  公里 (位於台灣東部海域)
小區域,2012/11/21 上午 01:24:00,120.48,23.52,12.9,2.7,嘉義市政府東北方  4.9  公里 (位於嘉義縣民雄鄉)
101197   ,2012/11/21 上午 01:09:00,121.36,22.47,26.9,5.4,台東縣政府東南方  38.2  公里 (位於台灣東部海域)
小區域,2012/11/20 下午 09:40:00,122.04,24.35,21.3,3.7,宜蘭縣政府東南方  50.8  公里 (位於台灣東部海域)
小區域,2012/11/20 上午 06:01:00,121.79,24.01,31.2,3.5,花蓮縣政府東方  17.5  公里 (位於台灣東部海域)
小區域,2012/11/19 上午 06:12:00,120.85,22.87,5.3,3.5,台東縣政府西偏北方  33.6  公里 (位於高雄市茂林區)
小區域,2012/11/14 上午 09:26:00,121.5,24.37,9.8,3.2,花蓮縣政府北偏西方  43.4  公里 (位於宜蘭縣南澳鄉)
小區域,2012/11/13 下午 03:13:00,119.57,23.95,25.2,3.8,澎湖縣政府北方  42.1  公里 (位於台灣西部海域)
101196   ,2012/11/13 下午 02:11:00,121.49,24.39,5.6,3.8,花蓮縣政府北偏西方  46.4  公里 (位於宜蘭縣南澳鄉)
小區域,2012/11/12 下午 11:48:00,120.93,22.9,6.9,3.5,台東縣政府西偏北方  27.6  公里 (位於台東縣延平鄉)
小區域,2012/11/12 上午 06:37:00,121.48,24.37,8.2,3.2,花蓮縣政府北偏西方  44.2  公里 (位於宜蘭縣南澳鄉)
101195   ,2012/11/11 上午 03:59:00,121.6,21.95,15.2,3.9,台東縣政府南偏東方  100.5  公里 (位於台灣東南部海域)
小區域,2012/11/10 下午 09:21:00,121.77,24.2,13.2,3.6,花蓮縣政府東北方  27.3  公里 (位於台灣東部海域)
101194   ,2012/11/10 下午 12:42:00,121.64,23.34,26.6,4,花蓮縣政府南方  72.0  公里 (位於台灣東部海域)
101193   ,2012/11/10 上午 10:22:00,120.87,22.64,7.2,4.1,台東縣政府西偏南方  31.8  公里 (位於台東縣金峰鄉)
小區域,2012/11/8 下午 10:07:00,121.48,23.93,14,2.2,花蓮縣政府西偏南方  15.4  公里 (位於花蓮縣秀林鄉)
小區域,2012/11/7 下午 01:26:00,121.47,24,23.1,2.9,花蓮縣政府西方  14.8  公里 (位於花蓮縣秀林鄉)
小區域,2012/11/7 上午 05:58:00,121.49,24.41,6.5,2.8,宜蘭縣政府西南方  45.1  公里 (位於宜蘭縣南澳鄉)
101192   ,2012/11/7 上午 12:36:00,120.86,22.64,7.5,3.9,台東縣政府西偏南方  32.1  公里 (位於台東縣金峰鄉)
小區域,2012/11/7 上午 12:31:00,121.71,24.68,8.4,2.6,宜蘭縣政府西南方  8.3  公里 (位於宜蘭縣三星鄉)
101191   ,2012/11/6 下午 03:34:00,121.63,24.3,22.1,3.4,花蓮縣政府北方  34.2  公里 (位於花蓮縣秀林鄉)
小區域,2012/11/6 上午 11:21:00,121.03,24.69,6.2,3.4,新竹市政府南偏東方  14.1  公里 (位於新竹縣峨眉鄉)
小區域,2012/11/5 下午 10:08:00,121.46,23.79,14.7,2.7,花蓮縣政府西南方  27.6  公里 (位於花蓮縣鳳林鎮)
101190   ,2012/11/5 下午 09:40:00,121.44,23.78,14.1,4.9,花蓮縣政府西南方  30.1  公里 (位於花蓮縣萬榮鄉)
小區域,2012/11/4 下午 11:45:00,121.61,24.32,26.1,3.2,花蓮縣政府北方  36.8  公里 (位於花蓮縣秀林鄉)
小區域,2012/11/4 下午 12:21:00,120.61,23.54,10.1,2.6,嘉義市政府東偏北方  17.3  公里 (位於嘉義縣梅山鄉)
小區域,2012/11/4 上午 06:01:00,121.74,24.32,10.1,3,花蓮縣政府北偏東方  38.9  公里 (位於宜蘭縣南澳鄉)
101189   ,2012/11/3 下午 04:06:00,120.41,22.46,25.4,3.2,高雄市政府南偏東方  20.2  公里 (位於屏東縣近海)
小區域,2012/11/3 下午 01:19:00,121.82,24.39,11.2,3,宜蘭縣政府南方  38.2  公里 (位於宜蘭縣近海)
小區域,2012/11/1 下午 01:19:00,121.92,24.47,18.3,2.7,宜蘭縣政府南偏東方  33.1  公里 (位於宜蘭縣近海)
小區域,2012/11/1 上午 06:54:00,121.94,24.41,21,3,宜蘭縣政府南偏東方  39.6  公里 (位於台灣東部海域)
小區域,2012/10/29 上午 09:11:00,121.7,24.14,11.4,2.6,花蓮縣政府北偏東方  18.4  公里 (位於花蓮縣近海)
小區域,2012/10/28 下午 07:20:00,121.28,23.19,10.4,3.4,台東縣政府北偏東方  50.4  公里 (位於花蓮縣富里鄉)
小區域,2012/10/28 上午 10:26:00,121.27,23.19,10.8,3.6,台東縣政府北偏東方  49.5  公里 (位於花蓮縣富里鄉)
小區域,2012/10/27 上午 01:32:00,121.75,24.27,15.2,3,花蓮縣政府北偏東方  34.2  公里 (位於花蓮縣近海)
小區域,2012/10/26 上午 08:31:00,121.46,24.32,5.5,2.9,花蓮縣政府北偏西方  40.5  公里 (位於花蓮縣秀林鄉)
小區域,2012/10/25 下午 08:47:00,120.44,22.47,28.2,2.9,高雄市政府東南方  21.5  公里 (位於屏東縣東港鎮)
小區域,2012/10/25 下午 08:10:00,120.45,22.51,27,2.9,高雄市政府東南方  18.7  公里 (位於屏東縣新園鄉)
101188   ,2012/10/25 下午 07:05:00,120.44,22.48,27.2,2.9,高雄市政府東南方  20.3  公里 (位於屏東縣新園鄉)
101187   ,2012/10/25 下午 06:31:00,120.37,22.43,40.7,5.4,高雄市政府南偏東方  22.1  公里 (位於屏東縣近海)
小區域,2012/10/25 下午 12:08:00,120.54,23.57,5,2.7,嘉義市政府東北方  13.2  公里 (位於嘉義縣梅山鄉)
小區域,2012/10/25 上午 08:05:00,121,24.52,6.8,2.9,苗栗縣政府東偏南方  18.7  公里 (位於苗栗縣南庄鄉)
小區域,2012/10/25 上午 02:52:00,120.73,23.85,23.2,2.6,南投縣政府東南方  6.5  公里 (位於南投縣集集鎮)
101186   ,2012/10/24 下午 01:35:00,120.54,23.57,5.5,3.5,嘉義市政府東北方  12.9  公里 (位於嘉義縣梅山鄉)
小區域,2012/10/24 上午 11:59:00,120.91,23.67,13.2,3.6,南投縣政府東南方  34.2  公里 (位於南投縣信義鄉)
小區域,2012/10/21 下午 10:03:00,120.76,23.87,27.1,3,南投縣政府東偏南方  7.5  公里 (位於南投縣中寮鄉)
101185   ,2012/10/20 下午 04:49:00,122.45,24.42,78.8,5.3,宜蘭縣政府東偏南方  77.7  公里 (位於台灣東部海域)
小區域,2012/10/20 上午 03:55:00,121.71,24.34,31.2,3.8,花蓮縣政府北偏東方  40.0  公里 (位於宜蘭縣南澳鄉)
小區域,2012/10/18 下午 10:25:00,121.49,24.4,5.1,2.4,宜蘭縣政府西南方  46.3  公里 (位於宜蘭縣南澳鄉)
101184   ,2012/10/18 上午 02:08:00,120.63,24.37,25.2,3.5,台中市政府北偏西方  25.6  公里 (位於台中市大甲區)
小區域,2012/10/14 上午 05:26:00,120.84,22.87,6.5,3.4,台東縣政府西偏北方  34.2  公里 (位於高雄市茂林區)
101183   ,2012/10/14 上午 02:10:00,121.49,24.4,6.1,3.8,宜蘭縣政府西南方  45.8  公里 (位於宜蘭縣南澳鄉)
101182   ,2012/10/13 下午 04:27:00,121.5,24.06,23.7,4.3,花蓮縣政府西偏北方  14.7  公里 (位於花蓮縣秀林鄉)
101181   ,2012/10/13 下午 03:00:00,121.03,23.94,21.1,4.5,南投縣政府東方  35.1  公里 (位於南投縣仁愛鄉)
小區域,2012/10/13 上午 06:43:00,121.6,22.02,23.5,3.3,台東縣政府南偏東方  93.9  公里 (位於台灣東部海域)
101180   ,2012/10/13 上午 06:38:00,121.63,24.94,87.4,4.2,台北市政府東南方  12.8  公里 (位於新北市石碇區)
小區域,2012/10/10 上午 10:06:00,120.94,24.71,9.8,2.8,新竹市政府南偏西方  11.4  公里 (位於苗栗縣頭份鎮)
小區域,2012/10/7 下午 12:08:00,121.44,24.31,6.1,2.8,花蓮縣政府北偏西方  40.1  公里 (位於花蓮縣秀林鄉)
小區域,2012/10/7 上午 08:11:00,121.01,22.68,6.5,3.4,台東縣政府西偏南方  16.2  公里 (位於台東縣太麻里鄉)
小區域,2012/10/7 上午 06:08:00,121.49,23.99,18.9,2.8,花蓮縣政府西方  12.8  公里 (位於花蓮縣秀林鄉)
小區域,2012/10/7 上午 03:42:00,121.5,23.99,19.7,2.7,花蓮縣政府西方  12.4  公里 (位於花蓮縣秀林鄉)
小區域,2012/10/6 上午 10:30:00,121.32,23.27,20.1,3.7,台東縣政府北偏東方  59.8  公里 (位於花蓮縣富里鄉)
小區域,2012/10/6 上午 08:21:00,121.83,24.53,69.1,3.7,宜蘭縣政府南偏東方  22.9  公里 (位於宜蘭縣南澳鄉)
小區域,2012/10/3 上午 12:14:00,121.63,23.99,23.4,2.9,花蓮縣政府東偏南方  .8  公里 (位於花蓮縣近海)
小區域,2012/10/2 下午 09:42:00,121.68,23.64,48,3.9,花蓮縣政府南方  39.7  公里 (位於台灣東部海域)
小區域,2012/10/2 下午 02:48:00,121.49,24.37,4.9,3.1,花蓮縣政府北偏西方  43.7  公里 (位於宜蘭縣南澳鄉)
小區域,2012/10/1 上午 11:26:00,121.73,24.13,10.9,3.4,花蓮縣政府東北方  19.3  公里 (位於花蓮縣近海)
小區域,2012/9/30 下午 01:32:00,121.62,24.58,5.3,3.1,宜蘭縣政府西南方  22.1  公里 (位於宜蘭縣大同鄉)
小區域,2012/9/30 上午 10:40:00,121.75,24.5,66.9,3.7,宜蘭縣政府南方  26.0  公里 (位於宜蘭縣南澳鄉)
小區域,2012/9/30 上午 08:28:00,121.96,24.41,20.8,3.4,宜蘭縣政府南偏東方  40.7  公里 (位於台灣東部海域)
小區域,2012/9/30 上午 12:50:00,121.62,24.59,4.3,2.6,宜蘭縣政府西南方  21.0  公里 (位於宜蘭縣大同鄉)
小區域,2012/9/29 上午 12:23:00,119.88,25.97,12.5,3.9,連江縣政府南偏西方  21.6  公里
小區域,2012/9/27 下午 11:41:00,121.51,24.03,17.5,2.9,花蓮縣政府西偏北方  12.0  公里 (位於花蓮縣秀林鄉)
101179   ,2012/9/26 下午 06:51:00,121.49,24.41,6,3.6,宜蘭縣政府西南方  45.4  公里 (位於宜蘭縣南澳鄉)
101178   ,2012/9/26 上午 06:29:00,121.41,22.96,37.3,4.2,台東縣政府東北方  34.9  公里 (位於台灣東部海域)
101177   ,2012/9/25 下午 06:06:00,120.7,23.23,9.8,3.1,嘉義市政府東南方  37.3  公里 (位於高雄市那瑪夏區)
101176   ,2012/9/25 上午 05:57:00,121.29,22.86,17.5,4.7,台東縣政府東北方  18.6  公里 (位於台灣東部海域)
小區域,2012/9/25 上午 12:48:00,121.65,24.6,6.3,2.7,宜蘭縣政府西南方  18.7  公里 (位於宜蘭縣大同鄉)
小區域,2012/9/24 下午 03:39:00,120.92,22.99,4.7,3.3,台東縣政府西北方  34.8  公里 (位於台東縣海端鄉)
小區域,2012/9/24 上午 04:59:00,121.11,23.87,29.1,3.3,南投縣政府東方  43.3  公里 (位於南投縣仁愛鄉)
小區域,2012/9/21 下午 03:20:00,121.83,24.38,42.8,3.7,宜蘭縣政府南方  39.5  公里 (位於宜蘭縣近海)
小區域,2012/9/19 下午 04:02:00,121.9,24.44,23.8,3.3,宜蘭縣政府南偏東方  35.5  公里 (位於台灣東部海域)
101175   ,2012/9/19 下午 01:36:00,120.88,24.73,8.7,3.1,新竹市政府西南方  12.9  公里 (位於苗栗縣竹南鎮)
小區域,2012/9/18 上午 04:08:00,121.48,24.41,7,2.8,宜蘭縣政府西南方  45.8  公里 (位於宜蘭縣南澳鄉)
小區域,2012/9/14 下午 03:28:00,121.87,24.43,17.1,3,宜蘭縣政府南偏東方  34.8  公里 (位於宜蘭縣近海)
小區域,2012/9/14 下午 12:53:00,121.71,24.18,11.7,3.2,花蓮縣政府北偏東方  22.7  公里 (位於花蓮縣近海)
小區域,2012/9/14 下午 12:11:00,121.37,23.92,7.4,3.1,花蓮縣政府西偏南方  27.1  公里 (位於花蓮縣秀林鄉)
小區域,2012/9/13 下午 10:17:00,121.98,24.84,11.3,3.6,宜蘭縣政府東偏北方  25.4  公里 (位於台灣東部海域)
小區域,2012/9/13 上午 11:17:00,121.71,24.17,12.4,2.9,花蓮縣政府北偏東方  21.9  公里 (位於花蓮縣近海)
小區域,2012/9/13 上午 09:43:00,121.71,24.17,12.5,3.3,花蓮縣政府北偏東方  22.2  公里 (位於花蓮縣近海)
小區域,2012/9/13 上午 02:48:00,121.75,24.45,8.4,2.8,宜蘭縣政府南方  31.0  公里 (位於宜蘭縣南澳鄉)
小區域,2012/9/10 上午 08:37:00,120.94,24.56,7.7,2.5,苗栗縣政府東方  11.8  公里 (位於苗栗縣獅潭鄉)
小區域,2012/9/9 下午 02:23:00,121.65,23.93,3.4,2.5,花蓮縣政府南偏東方  7.2  公里 (位於花蓮縣近海)
小區域,2012/9/9 上午 02:58:00,121.81,24.47,5.3,2.3,宜蘭縣政府南偏東方  28.9  公里 (位於宜蘭縣蘇澳鎮)
小區域,2012/9/8 下午 08:39:00,121.39,22.62,28.9,3.9,台東縣政府東偏南方  28.7  公里 (位於台灣東部海域)
小區域,2012/9/8 下午 06:56:00,120.33,23.39,7.9,3.3,嘉義縣政府南偏東方  8.3  公里 (位於台南市後壁區)
小區域,2012/9/8 下午 04:03:00,121.57,23.8,23.6,2.8,花蓮縣政府南偏西方  22.2  公里 (位於花蓮縣近海)
小區域,2012/9/7 下午 07:44:00,121.71,24.18,12.4,3.3,花蓮縣政府北偏東方  23.0  公里 (位於花蓮縣近海)
小區域,2012/9/7 下午 07:31:00,121.94,24.44,14,3.4,宜蘭縣政府南偏東方  37.0  公里 (位於台灣東部海域)
小區域,2012/9/6 下午 07:48:00,120.64,23.58,8.3,2.6,雲林縣政府東南方  17.5  公里 (位於嘉義縣梅山鄉)
101174   ,2012/9/5 下午 07:36:00,121.52,23.22,32.7,3.9,台東縣政府東北方  64.0  公里 (位於台灣東部海域)
小區域,2012/9/5 上午 11:47:00,122.35,24,24.3,4.4,花蓮縣政府東方  74.5  公里 (位於台灣東部海域)
小區域,2012/9/5 上午 11:45:00,122.35,24,23.2,4.7,花蓮縣政府東方  74.5  公里 (位於台灣東部海域)
小區域,2012/9/5 上午 09:06:00,121.03,22.23,10.5,3.7,台東縣政府南偏西方  59.4  公里 (位於台灣東部海域)
小區域,2012/9/5 上午 04:01:00,121,22.23,12,4.4,台東縣政府南偏西方  60.5  公里 (位於台灣東部海域)
101173   ,2012/9/5 上午 04:00:00,121.03,22.22,9.9,5.2,台東縣政府南偏西方  60.5  公里 (位於台灣東部海域)
小區域,2012/9/3 上午 10:22:00,121.86,24.41,8.5,3.3,宜蘭縣政府南偏東方  36.8  公里 (位於宜蘭縣近海)
101172   ,2012/9/3 上午 07:16:00,120.88,24.73,8.8,2.9,新竹市政府西南方  12.9  公里 (位於苗栗縣竹南鎮)
小區域,2012/9/3 上午 05:40:00,121.16,22.32,18.5,3.6,台東縣政府南方  48.3  公里 (位於台灣東部海域)
小區域,2012/9/2 下午 12:02:00,121.39,21.97,24.2,4,台東縣政府南偏東方  89.8  公里 (位於台灣東南部海域)
小區域,2012/9/1 下午 08:21:00,121.71,24.54,4.8,2.4,宜蘭縣政府南偏西方  21.9  公里 (位於宜蘭縣南澳鄉)
